text_processed,sentiment,label,score,text_length,word_count
kalau bikin akun medsos sampai segitu parah syaratnya pertanyaannya lantas di mana privasi kita contoh spt pengaduan ke polisi melalui telepon tiba bisa muncul wajah si penelepon berdasarkan nomor trus siapa yg mau jd wistleblower ya sama kaya di china donk semua jd tdk ada yg rahasia di mata pemerintah mereka,Negatif,0,-1,324,50
iya sama seperti cia amerika seperti yg di laporkan wistleblower edward snowden yg melaporkan bahwa semenjak kita membuat akun di media sosial otoritas cia bisa mengakses data kita,Netral,1,0,181,28
kabinet balas budi di era skrng emang sudah lebih bagus yg ada cuman omon omon,Netral,1,0,81,13
antek asing aliran dana dari mdif milik zionis yahudii geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-6,191,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,189,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo o,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo k,Negatif,0,-7,188,31
heeiiii antek antek asiingg,Negatif,0,-2,33,5
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,191,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo o,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,186,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempoo,Negatif,0,-7,187,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempoo,Negatif,0,-7,187,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,192,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,191,31
media antek asing,Negatif,0,-2,20,3
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,191,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,191,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,189,31
hemmm bisa di gunakan untuk kepentingan org atau golongan tertentu,Netral,1,0,72,10
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
salfok kak cicha tambah cantik lhoh catatan saya cewe,Netral,1,0,60,10
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
jadilah pemimpin yang amanah mengayomi rakyat maka akan dicintai rakyatnya jangan onom onom,Netral,1,0,96,10
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempoo,Negatif,0,-7,187,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,188,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,189,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,189,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,187,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,187,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,189,31
antek asing aliran dana dari mdif milik zionis yahudi geoge soros kepada tempo cek apa itu mdif siapa itu george soros seperti apa sepak terjangnya apa motif dia berinvestasi di tempo,Negatif,0,-7,190,31
antek asing itu mah selalu ada dari jaman voc soekarno jd korban n soeharto yg sekuat itu sj tumbang krna antek asing sy baru lihat pemimpin yg paranoia kayak gini sana gih cek ke psikiater sebelum jd delusional,Negatif,0,-4,221,38
tempo jatuh negara jatuh,Netral,1,0,26,5
karena pak prabowo pingin jadi macam asia mungkin pingin jadi ketua nya x karena terlihat kalau mau jadi ketua pbb atau pun yg lain nya syarat utama harus memenuhi standar nya alat mileter harus banyak senjata pesawat tehnologi harus banyak jadi tentara kuat rakyat miskin karena tersedot ambisi untuk jadi macan asia jadi lah menitu jadi bayangan amerika ini menurut pribadi jadi lah propoganda politik di mainkan untuk bisa terlihat kuat,Positif,2,1,450,72
wapres kosong,Negatif,0,-1,20,3
the real maleng teriak maleng,Negatif,0,-1,30,5
tolong tempo juga cek jajaran bod dan boc di perusahaan danantara baik himbara bumn dan anak cucu berapa besar tambahan nya dibanding masih dibawah bumn info efisiensi tapi sepertinya ada penambahan bod boc yg seharusnya nambah bertahap tapi diisi full sehingga terkesan pemborosan coba cek jajaran all perusahaan dibawah danantara bod dan boc gemuk,Positif,2,1,360,54
cukup jgn bodoh lagi,Netral,1,0,26,5
narasi antek asing yang terus menerus dilempar ke ruang publik berbahaya bukan karena ia berbicara tentang ancaman setiap negara memang perlu waspada melainkan karena ia mengubah kewaspadaan menjadi kecurigaan massal yang mengikis akal sehat demokrasi kritik warga yang sah dipelintir sebagai sabotase perbedaan pendapat dibingkai sebagai pengkhianatan dan ketidakpuasan publik seolah bukan hasil kebijakan yang perlu dievaluasi melainkan ulah tangan luar yang tak pernah jelas wujudnya ketika musuh diciptakan secara kabur label menjadi senjata siapa pun bisa dicap agen hanya karena bertanya menyelidik atau mengoreksi dan di titik itu negara tidak lagi melindungi rakyat dari propaganda tetapi justru memproduksi propaganda untuk melindungi dirinya dari pertanggungjawaban pemerintahan yang kuat tidak membutuhkan kambing hitam untuk menutup rapat kritik ia membutuhkan transparansi definisi yang tegas mekanisme hukum yang akuntabel serta keberanian untuk membiarkan warganya berbicara tanpa takut dilabeli musuh,Negatif,0,-10,1042,135
kau tidak akan bisa mengubah situasi kau hanya punya pilihan you are with us or against us,Netral,1,0,94,17
melabeli kritik dengan istilah antek asing persis kaya orba melabeli pki,Negatif,0,-4,73,11
kalau indonesia join dengan tim keamanan yang dibentuk amerika jadi yang antek asingnya siapa ya,Negatif,0,-3,98,15
media penghianat yg menghalalkan segala cara,Netral,1,0,44,5
maaf ott tapi siapa yang ngeeehh kalo mbak cica semakin canteksss badaiii hidup antek aseeeengg,Negatif,0,-1,101,15
maksudnya antek asing yang lain,Negatif,0,-2,32,5
terus bang dengungkan demi kebenaran tentang omon omon,Negatif,0,-2,54,8
antek asing melawan anti asing face blue smiling face blue smiling face blue smiling face blue smiling,Negatif,0,-3,107,6
dengar prabowo pidato lama jadi enek atau memuakkan,Negatif,0,-1,53,8
usang asemg ternyata eeehhh,Netral,1,0,28,4
penjahat ham jadi president curang,Netral,1,0,36,6
baru setahun kok rasanya lama banget yaa,Negatif,0,-1,44,8
musuh bersama antek asingnya trump yg jelas eropa baru membongkar antek uni emirat arab kebetulan uea ini sekubu dengan trump disisi lain wowo adalah wiwi jadi musuh bersama ini pertanyaannya bukan siapa musuhnya tapi bersama nya ini siapa,Negatif,0,-7,260,41
la ini kan emang salah media antek asing ya pasti gak suka lah,Negatif,0,-2,66,14
dia sendiri mnjadi antek amrik don ld tr mp dgn menjadi anggota dewan perdamaian ga a yg sama sekali tidak melibatkan pemerintahan rakyat plstn sama sekali,Negatif,0,-1,163,25
mereka orang asing sesungguhnya yg rusak negara,Negatif,0,-1,47,7
lagi sering target indonesia bubar,Netral,1,0,39,6
di negeri para penipu menyuarakan kebenaran adalah sebuah kejahatan bravo knil bravo knil knil berkuasa wong cilik di idak idak bagi yang waras dan melek sejarah mulai sekarang siap siap saja untuk yang terburuk yang terpenting adalah lindungi diri dan keluarga mau negara ini hancur juga masabodoh mau revolusi mau reformasi mau hancur leburpun negara ini masabodoh karena bukan hanya salah fir aun tapi juga salah rakyatnya yang menjadikannya fir aun,Negatif,0,-4,486,67
aduh maunya apa sih negara tolong bangun lapangan perkerjaan aja untuk rakyat kalo ribut tentang itu pasti rakyat dukung rakyat sejahtera otomatis negara aman ga perlu takut sama antek asing,Negatif,0,-2,198,30
tempo,Netral,1,0,10,2
niru trump nih,Negatif,0,-1,14,3
bg aku itu vmcara probow jd hero,Netral,1,0,32,7
lha presiden sering ketmu dan yes yes aja klo ktmu trump kalo dibodohi trump apakah bisa di tuduh antek asing,Negatif,0,-3,112,19
akun orang ya matiin umkm dah itu bjir balik ke jaman poster dan sejenisnyakah ini waduh agak susah juga nih kalo buat berjuang dengan seller luar yang luar biasa,Negatif,0,-1,168,31
antek koruptor aja dulu pak antek oligarki aja ntar main fitnah ngeri antek asing ngeri kaya jaman pki,Negatif,0,-6,108,20
tempo apakah antek asing kok takut banget sama prabowo,Negatif,0,-3,56,9
kalau pdip dan jokowi berkuasa isunya radikalisme dan intoleransi giliran prabowo berubah jadi antek asing sebenarnya mereka hanya membuat musuh sesuai yg mereka inginkan,Negatif,0,-3,173,24
mana mana ooyy antek asingnya jangan disembunyikn saja,Negatif,0,-1,54,7
dr pd antek pemerintah,Negatif,0,-1,25,5
cara mengggalang opini yang bagus menjadi cerdas dan waras juga penting,Positif,2,1,73,11
udah pikun,Negatif,0,-1,16,3
adanya oligarki dan pengusaha lokal nasional yang serakah,Negatif,0,-1,57,8
defenisi asing itu apa,Negatif,0,-1,24,5
cica dengan sepenuh hati lu lah lu bosnya,Positif,2,1,45,8
antek asing hanya kedok tuk memberangus org yg vokal,Negatif,0,-2,53,9
tempo dapat uang dari gorge soros yaaa bener gk sihhh awasss jd penghinat bangsa hidup singkat di neraka gk enak lo yaa,Negatif,0,-1,139,23
wkwk padahal berita tempo adalah kegiatan tersembunyi oleh rezim,Netral,1,0,66,8
bikin rusuh pake mulut orang no di indonesia adalah sesuatu yg aneh dan menyakitkan pernyataan pernyataan yg dia buat berubah ubah sama tindakannya ngga punya sesuatu yg baik dan hanya menimbulkan kontroversial saja korupsi masi sama sejak soeharto tumbang indonesia bukan jalan di tempat tapi mundur jauh sama negara negara seperti vietnam dan thailand,Negatif,0,-2,361,55
betul antek asing siihhh,Negatif,0,-2,24,4
joss soros titip saham ke mana yyy untuk antek asing,Negatif,0,-3,55,11
harusnya ada buku paradox prabowo cara menyelesaikannya dibacanya bareng joko widodo man of contradictions,Netral,1,0,112,16
narasi antek asing dari seorang kepala negara itu hanya bentuk kepanikan dan tidak percaya dengan kepemimpinannya,Negatif,0,-1,114,16
ngk ada antek asing saya jamin pejabat kita sendiri yg ngk bener koruptor penghianat gimana sih prabowo masa ngk tahu kelakuan pejabat mu terutama gank solo yg selalu merugikan negara dan rakyat makanya rakyat mengkritik kalau yg baik dia puji contoh purbaya aduh aduh presiden ngk punya insting dan intuisi,Negatif,0,-3,308,50
dna tempo kegaduhan,Netral,1,0,21,4
antek asing memecah belah rakyat indonesia dengan propaganda berdalih kritis,Negatif,0,-2,76,10
uncle pram kemana ini kok belum balik balik,Negatif,0,-1,44,8
selalu m n o politik kerjanya,Netral,1,0,33,4
antek asing ndasmu dibiayai koruptor omon omon,Negatif,0,-5,49,7
antek asingnya udah ketahuan tuh,Negatif,0,-2,35,5
antek asing dpr keluar negri terus hasil laporan kerja keluar negri gk ada hayo yg antek asing siapa,Negatif,0,-3,106,19
semoga tempo cepat dapat dana poles biar berita selalu baik buat pemerintah,Positif,2,2,79,13
klo prabowo selalu menyalahkan antek asing pendukungnya yg bego menyalahkn soros pdhl yg buat proyek bego sampe defisit pemerintah tp yg disalhkan soros peaakkk,Negatif,0,-2,161,22
republik ini sepertinya akan menuju ke fasisme,Netral,1,0,50,8
prabowo mau meniru jaman mertuanya dulu yg merasa berkuasa dg menakut nakuti rakyat moga rakyat skrg byk yg terbuka mata hatinya dg tdk mudah termakan omon soal antek asing prabowo rajin ngomong antek asing padahal rajin jg cari muka ke ln jgn lupa jg bhw dulu saat reformasi dia kabur ke ln dan hidup nyaman di sana,Negatif,0,-6,333,58
bahaya ini idiologi demokrasi dari asing pancasila itu dibuat secara ekletisme artinya rumusan berbagai macam idiologi lalu jadilah pancasila idiologi beragama pakah murni dari dalam negeri ekonomi kapitalisme syariah apakah dari dalam negeri apa idiologi asli indonesia,Negatif,0,-1,278,38
mau tanya nih kalau kalian sudah usia lebih dari th apakah fokus kalian di dunia atau persiapan akhirat,Netral,1,0,107,18
pemerintah melindungi rakyatnya dari disinformasi dan propaganda asing bagaimana rakyat melindungi dari disinformasi dan propaganda yang disebarkan pemerintah angel tenan iki,Negatif,0,-5,180,21
prabowo makin ngaco mungkin faktor umur beginilah kalo punya pemimpin terlalu tua,Netral,1,0,83,10
cara orde baru menghabisi musuhnya,Negatif,0,-1,34,5
wowo wiwi koq di percaya,Netral,1,0,24,5
salah satu paradok indonesia itu adalah orang yang dahulu dituduh penculikan aktifis dan melanggar ham bisa dipilih menjadi presiden bahkan kemenangannya karena berpasangan dengan produk haram konstitusi inilah paradok indonesia,Negatif,0,-1,232,30
tempo antek asing hidup jokowiiiiiiiiiiii,Negatif,0,-2,46,5
salfok sama buku yang di belakang bang husen gambar nya kek ga asing,Negatif,0,-1,69,13
antek asing tuh ya oligarki jahat mrk orang china yg memanfaatkan pejabat korup,Negatif,0,-5,82,12
gimana kalau pemerintah pejabat sendiri yang memberikan misinformasi ke rakyat nya misal listrik didaerah bencana semua sudah pulih kembali padahal belum ini juga harus di proses sesuai hukum propaganda asing dan mis informasi,Negatif,0,-3,230,31
si omon omon sdh gk di percaya rakyat biar si wowo sm asam sulfat di culik rakyat ikhlas,Negatif,0,-2,100,19
inilah ajaran kasih otentarianisme yang digemborkan di indonesia untuk minoritas kalu mayoritas nanti bakal ada ice versi kearifan lokal oten,Positif,2,1,143,20
kiranya nkri perlu mengkaji dan mendalami ttg undang disinformasi propaganda asing krn di nkri sdh banyak info yg tdk jelas dan diduga cenderung mendiskreditkan menyudutkan dll terhadap negara,Netral,1,0,202,28
prabowo tu emang ga jelas dari dulu dari dia dilepas jabatan kopasus karena menyalahartikan perintah atasan sekarang bikin narasi antek antek asing sendiri curiga di skizo,Negatif,0,-2,174,26
rasanya nkri perlu mengkaji dan mendalami ttg undang disinformasi propaganda asing krn di nkri sdh banyak info yg tdk jelas dan diduga cenderung mendiskreditkan menyudutkan dll terhadap negara,Netral,1,0,202,28
nkri perlu mengkaji dan mendalami ttg undang disinformasi propaganda asing krn di nkri sdh banyak info yg tdk jelas dan diduga cenderung mendiskreditkan menyudutkan dll terhadap negara,Netral,1,0,194,27
presiden gagal mencari simpati rakyat dgn cara ngasih makan gratis pemerintahan yg terlalu banyak omon omon,Negatif,0,-2,113,15
dia akan meninggalkan nama sebagai pemimpin anti kritik,Negatif,0,-2,56,8
benar sebenarnya lebih baik bisu jangan banyak bicara,Netral,1,0,56,8
antek asing teriak antek asing,Negatif,0,-5,35,6
konten tempo sekarang triggering semua,Netral,1,0,38,5
kalau penonton bocor alus di survey rasanya tingkat kepuasan thd prabowo tdk sampe tp kl survey nasional angka itu bisa lebih pertanyaan nya siapa ya respondent survey tsb,Negatif,0,-1,180,25
preett lah boro sama antek asing sama antek lokal aja dah jiper duluan omon omon,Negatif,0,-4,85,14
terima kasih wanda hamidah terbukti semua ucapannya sekarang kita kembali ke zaman orba dengan segala sikap represifnya,Positif,2,1,121,17
padahal wowok sendiri yang antek asing maling teriak maling lu wok,Negatif,0,-5,68,11
menurut pendapat saya kalau nga mau tidak ada antek asing beri kesejahteraan buat rakyat dan perbaiki kinerja aparatur pemerintah,Negatif,0,-1,131,18
antek amerika ya,Negatif,0,-2,16,3
jadi kenapa prabowo bisa ngomong berbeda di dalam dan luar negeri karena sebenarnya prabowo ada dua orang,Netral,1,0,105,17
bakal muncul departemen penerangan yg jadi tukang sensor di jaman orde baru,Negatif,0,-1,76,12
lawak konoha ngutang makin byk ke asing tembus kt makin lucu ngasih upeti t pulak ke asing,Negatif,0,-2,104,18
saking gaktau lagi mau jawab apa ketika di kritik sampai itu terus yg dibilang antek asing wkwk sedewasa ini tapi kok makin lucu liat pejabat gue,Negatif,0,-3,148,26
kalau mau satu periode aja prabowo,Netral,1,0,41,6
kalau prabowo kan memang hobinya nuduh asang asing asing asing dari zaman dulu kalau ada kelemahan bilang ada antek asing itu untuk pembenaran penggunaan kekuatan militer di kalangan sipil,Negatif,0,-5,188,29
opo wani sama donald trump nanti donald trump tersinggung antek asing antek asing,Negatif,0,-8,81,13
praboewo niru kamenei,Netral,1,0,24,3
yg hancurkan indonesia itu prabowo sendiri dia selalu bilang antek asing tp dia sendiri yg nempel sama asing bukan jd negara non blok tp jd negara go block ke kanan ngekor ke kiri ngekor bisa indonesia ga ada harga dirinya dimata asing woi,Negatif,0,-4,251,43
kurasa dia punya syndrome military lovers semuanya dianggap bau militer,Netral,1,0,75,11
ada export gelap biji nikel jutaan ribu ton yang dilakukan mantu jokowi dan airlangga itu dilakukan antek asing udah terang tuh orangnya kenapa prabowo gak to the point aja dia,Negatif,0,-2,178,30
wah ini studionya baru dibiayai asing ya ini,Negatif,0,-1,45,8
tempo jago buat propaganda wkwk,Negatif,0,-1,31,5
presiden omon omon dipercaya,Negatif,0,-2,31,4
menciptakan musuh bersama supaya rakyat bersama pemerintah dan bersimpati dengan pemimpin negeri jadi inget novel rakyat semiskin apapun tetap cinta dengan bung besar dan mengelu elukannya,Negatif,0,-1,199,27
inget ya teman jangan pilih lagi prabowo jika masih mencalonkan salam waras,Negatif,0,-1,83,13
orang indo emang cepet lupa alias pikun tempo kan dulu salah satu buzzer media pinokio dan pdip partai utamanya kenapa tiba mereka jadi pembela rakyat,Negatif,0,-3,155,26
hati dng antek asing mereka di bayar unt menggagalkan program pro rakyat mengadu domba dng pemerintah,Negatif,0,-1,111,17
slalu trsedia kambing hitam utk tutupin payahnya kinerja,Netral,1,0,56,8
hati hati dng media bayaran mereka di bayar unt mengadu domba rakyat dng pemerintah mereka dibayar oleh antek asing mafia migas yg ada di singapura mereka ingin menjadikan rakyat gaduh terus shg mereka leluasa maling sumber daya alam kita,Negatif,0,-1,256,41
dan anda fitnah negara tetangga,Netral,1,0,32,5
selalu menyalahkan antek asing dsb jangan seorang penguasa pake cara spt ini kalau memang ada tangkap saja spy clear jangan asbun yg membingungkan rakyat yg mendengarnya rakyat sekrg sudah banyak yg lebih pintar mana yg benar mana yg cuma ilusi seorang penguasa utk membelokkan pemikiran rakyatnya,Negatif,0,-4,309,46
efek kali kalah pemilu sampe sebegininya,Netral,1,0,42,7
sepertinya kata antek asing itu sebuah jualan yg sengaja dihembuskan agar menimbulkan sebuah ketakutan dimasyarakat jika sudah terpapar keresahan di masyarakat maka pemerintah langsung buat uu yg isinya membungkam sebuah demokrasi,Negatif,0,-2,232,31
sekarang prabowo sudah jadi presiden kan menjadi penguasa kok masih gembar gembor antek asing bila gak sanggup jadi presiden yang mensejahterakan dan melindingi rakyat ya sudah sekalian mudahan diculik as seperti presiden venezuela biar sekalian kalau berubah perekonomian berikut kesejahteraan rakyat atau sekalian hancur jadi presiden kok omon omon,Negatif,0,-5,356,49
buzzer pra pro puja puji adalah neo radikalisme,Negatif,0,-1,47,8
mulai panik antek asing,Negatif,0,-2,27,4
mbk chika makin cantik,Netral,1,0,22,4
rezim prabowo akan menjadi otoritarian psl uud tentang jaminan kebebasan berpendapat akan di amandemen kah,Positif,2,1,118,18
selalu bilang musuhnya antek asing terlalu jauh padahal yang menggeroti adlah konco bolo dan lingkarannya sendiri,Negatif,0,-2,120,17
negara mau stabil mah gampang kasih jabatan sesuai keahlian bidangnya,Positif,2,1,71,10
neo orba,Negatif,0,-1,8,2
knp di negara ini sibuk urusan dlm negri yg ga selesai sementara negara lain sudah memikirkan jauh kedepan sebaiknya skrg fokus pikirkan pemberantasan korupsi dan keadilan sosial serta kemakmuran rakyat setelah itu baru yg lain,Negatif,0,-1,230,35
ngutang ke antwek asing dan ah seng kocak ah,Negatif,0,-1,49,10
sa aeh dah pak pres,Netral,1,0,21,6
lama kyk cina sih semua dikendalikan tpi ya masih mending cina walopun full dikendalikan tpi pemimpinnya bisa menjamin jadi lebih maju tpi klo yg ini indonesia bubar,Negatif,0,-2,177,27
saya lebih suka view latar belakang studio yg sebelum nya,Positif,2,1,59,10
saya gak masalah dengan id dan akun karna saya pendukung asli pak prabowo tidak ada didunia ini dalam sejarah ada presiden yang siap mati demi rakyat dan tidak ada presiden yang selalu bertanya ke ajudannya apakah rakyat hari ini sudah makan apakah rakyat sudah bahagia apakah rakyat cinta sama presidennnya baru kalau dijawab ajudan dengan iya rakyat kenyang bahagia dan rakyat siap dipimpin bapak untuk seumur hidup disaat itu pak presiden bisa menjalani hari dengan tenang presiden mana yang secinta ini sama rakyat,Netral,1,0,528,83
selamatkan generasi muda sepertinya yang tua sudah hak paten sulit berubah kita rawat yang muda muda masih bisa tuh di didik yang baik di beri masukan yang baik yang tua sepertinya udah stagnan umur tua harusnya tau kompas bathin bukan hanya keinginan sementara lebih ke arah nya di bawa kemana,Positif,2,2,310,56
jendral yg kabur itu adalah pecundang kwwkwkwk,Negatif,0,-1,46,7
jelaskan antek asing siapa padahal tahun jokowi dan gengnya yg terindikasi antek asing di kubu anda pak,Negatif,0,-4,108,18
bnyk penghianat bangsa orang ngaku pinter pendidikan tinggi tapi antek asing alesan kebebasan berpendapat pret alibinya sprti itu buzer yg dibayar antek asing,Negatif,0,-3,168,24
aku ga support pemerintahan korup dan sdm rendah tapi akui dulu kalau tempo juga agen asing,Negatif,0,-2,92,16
bosan gk sih jualannya narasi antek asing padahal doi kerjasama dg yg doi sebutkan,Negatif,0,-2,88,14
antek asing itu ada di mana mana wajar dan lumrah jangankan asing kita juga punya kok di negara lain antek antek yang bekerja utk kepentingan indonesia yang nggak wajar itu kalau sampai itu dijadikan alasan dibuatkan uu untuk menindas kebebasan warga sendiri,Negatif,0,-3,267,41
untungnya gw pintar gak mudah dipengaruhi lo mau ngomong antek asing k k tel k ayam k k bodo amat,Negatif,0,-2,104,18
tempo ketar ketir kah,Netral,1,0,23,4
sudah nda laku propaganda bohong itu rakyat sudah mulai mengerti siapa antek asing sebenarnya,Negatif,0,-3,94,14
ya nih banyak yang menyebutkan tempo itu media antek asing tapi aku tidak pernah tinggal kan berita di tempo apa belakang aku bisa dianggap antek asing wah ngeri ya,Negatif,0,-4,172,29
scene di sebuah ormas baru bentukan dt dt sambil menepuk pundak p dt apakah aku orang asing mas p p iya mas dt dengan melanjutkan ttd untuk bergabung ormas dt jadi antum sekarang siapa p antek aseeng mas,Negatif,0,-1,220,42
ada yg ngerasa jadi antek asing gak kalau ga ada santai aja ga perlu ditangapi berlebihan agar tak bikin resah dan gaduh belum semua rakyat indonesia cerdas menanggapi sebuah ulasan apalagi jika ulasan itu sifatnya tendensius,Negatif,0,-3,230,36
kok jadi makin ngeri gini ya,Netral,1,0,31,6
membungkam oposisi di pemerintah membungkam oposisi di sipil on going,Negatif,0,-2,74,11
saya bisa disebut antek asing karena saya kritik pemerintah dan pernah ke luar negeri,Negatif,0,-3,88,15
sebenarnya kekhawatiran yang berlebihan saya kawatir semua ini untuk melanggengkan kekuasaan saja,Netral,1,0,103,11
orang indo ngga suka amerika tapi semua meniru amerika,Negatif,0,-2,54,9
mungkin pendapat beliau soal banyak asing yang gak mau indonesia maju itu benar adanya karena beliau pasti nonton berita waktu beliau kabur ke yordania,Negatif,0,-1,154,24
