tanggal_baca,id,clean_author,clean_text,score,sentiment
2026-01-28 07:00:00,UgxELGDvthXQgw2qWCJ4AaABAg.ASPPOo1bUCmASSr7fQ1MHO,@dennymuabuay9620,Wkwk..padahal berita Tempo adalah kegiatan tersembunyi oleh Rezim.,0,Netral
2026-01-26 07:00:00,UgztfOE-yKoZiX04TWZ4AaABAg,@AdrianPitoy-b4h,Bikin rusuh pake mulut orang no. 1 di Indonesia adalah sesuatu yg aneh dan menyakitkan. Pernyataan pernyataan yg dia buat berubah ubah sama tindakannya. Ngga punya sesuatu yg baik dan hanya menimbulkan kontroversial saja. Korupsi masi sama sejak Soeharto tumbang. Indonesia bukan jalan di tempat tapi mundur jauh sama negara negara seperti Vietnam dan Thailand.,-2,Negatif
2026-01-26 07:00:00,UgyTKSIWk4cyrZaGSSR4AaABAg,@cucuripto,Betul antek asing siihhh,-2,Negatif
2026-01-26 07:00:00,UgzYZ03Yjigmug4-Lp94AaABAg,@mandoralaschanel5696,Joss soros titip saham ke mana yyy untuk antek asing  .,-3,Negatif
2026-01-26 07:00:00,UgwpXG1mmL0ltFZfF954AaABAg,@alvinkoeswanto8622,Harusnya ada buku: Paradox Prabowo & cara menyelesaikannya. Dibacanya bareng Joko Widodo Man of Contradictions 😂,0,Netral
2026-01-26 07:00:00,UgzyZetEyHSAPEFe7Vt4AaABAg,@PanenJaya2,"Narasi Antek asing dari seorang kepala negara itu hanya bentuk kepanikan dan tidak percaya dengan kepemimpinannya,",-1,Negatif
2026-01-26 07:00:00,UgzcD764t9v-_BA7TX14AaABAg,@AzahriKurniawan-dn8ue,Ngk ada antek asing saya jamin pejabat kita sendiri yg ngk bener koruptor penghianat gimana sih Prabowo masa ngk tahu kelakuan pejabat mu terutama gank solo yg selalu merugikan negara dan rakyat makanya rakyat mengkritik kalau yg baik dia puji contoh Purbaya  aduh aduh presiden ngk punya insting dan intuisi,-3,Negatif
2026-01-26 07:00:00,UgzdbfGaMBzNmxVrUbJ4AaABAg,@DEFE05,DNA tempo = kegaduhan,0,Netral
2026-01-26 07:00:00,UgxyTwoXGQ480jqw-Qh4AaABAg,@RahayuElektronik,ANTEK ASING MEMECAH BELAH RAKYAT INDONESIA DENGAN PROPAGANDA BERDALIH KRITIS,-2,Negatif
2026-01-26 07:00:00,UgywgyD8efIS9XDbfxV4AaABAg,@11_fathiranas_mipa38,uncle pram kemana ini? kok belum balik balik,-1,Negatif
2026-01-26 07:00:00,UgxZjehzQDi9Cy4V-vB4AaABAg,@fudfirda5899,"Selalu 0m 0n o2,politik,kerjanya?",0,Netral
2026-01-26 07:00:00,Ugz6GagnOeLWR2mUIMx4AaABAg,@arifsengalangalaandson4650,"antek asing, ndasmu, dibiayai koruptor, omon omon",-5,Negatif
2026-01-26 07:00:00,Ugzyz-OLHgQJc8aLh3F4AaABAg,@tatanghomsah7265,Antek asingnya udah ketahuan tuh...,-2,Negatif
2026-01-26 07:00:00,UgyVrbLgaIJ56Q1y61R4AaABAg,@WoloTam,Antek asing DPR keluar negri terus hasil laporan kerja keluar negri gk ada 😂😂😂😂 hayo yg antek asing siapa?,-3,Negatif
2026-01-26 07:00:00,UgzszI4vcxWjxXMP2i14AaABAg,@pujanggosabdo,SEMOGA TEMPO CEPAT DAPAT DANA POLES BIAR BERITA SELALU BAIK BUAT PEMERINTAH 😂😂😂,2,Positif
2026-01-26 07:00:00,UgzZX_pYetjWz-RAm_94AaABAg,@rianbancin-fx8lp,"Klo prabowo selalu menyalahkan antek2 asing,pendukungnya yg bego menyalahkn soros,pdhl yg buat proyek bego sampe defisit pemerintah tp yg disalhkan soros peaakkk",-2,Negatif
2026-01-26 07:00:00,UgyxdbeFufzqO2BxUtR4AaABAg,@LafadzNusantaraCenter,republik ini sepertinya akan menuju ke Fasisme !!!,0,Netral
2026-01-26 07:00:00,UgzscYvLYHgEWo5w7SF4AaABAg,@mariateresa4191,"Prabowo mau meniru jaman mertuanya dulu yg merasa berkuasa dg menakut-nakuti rakyat.
Moga2 rakyat skrg byk yg terbuka mata hatinya dg tdk mudah termakan omon2 soal antek2 asing.

Prabowo rajin ngomong antek2 asing padahal rajin jg cari muka ke LN.....
Jgn lupa jg bhw dulu saat reformasi 98 dia kabur ke LN dan hidup nyaman di sana 🫤",-6,Negatif
2026-01-26 07:00:00,Ugx1Qp-Fs6dJEIR50Ip4AaABAg,@firmanwirawan3220,"bahaya ini, idiologi demokrasi dari asing, Pancasila itu dibuat secara ekletisme artinya rumusan berbagai macam idiologi lalu jadilah Pancasila, idiologi beragama pakah murni dari dalam negeri, ekonomi kapitalisme, syariah apakah dari dalam negeri, apa idiologi asli Indonesia ?",-1,Negatif
2026-01-26 07:00:00,UgzVRe82lHrcrxnfU394AaABAg,@ADI-ov2re,"Mau tanya nih, kalau kalian sudah usia lebih dari 63th apakah fokus kalian di dunia atau persiapan akhirat?",0,Netral
2026-01-26 07:00:00,Ugz1PJkr_osv5uZxwxR4AaABAg,@AdhiYudhaMulia-j1m,Pemerintah melindungi rakyatnya dari disinformasi dan propaganda asing. Bagaimana rakyat melindungi dari disinformasi dan propaganda yang disebarkan pemerintah? Angel tenan iki....,-5,Negatif
2026-01-26 07:00:00,UgzyAbrOn2s3RX3OfBp4AaABAg,@lutfiepribadi2190,"Prabowo makin ngaco,.mungkin faktor umur,.beginilah kalo punya pemimpin terlalu tua",0,Netral
2026-01-26 07:00:00,Ugyo0w6vp0b3QlNkjZt4AaABAg,@AlukPrakoso,Cara orde baru menghabisi musuhnya,-1,Negatif
2026-01-26 07:00:00,UgzdTtExwD4Rj-hmaWp4AaABAg,@yudhietea5010,wowo wiwi koq di percaya,0,Netral
2026-01-26 07:00:00,UgwQjOx666giASLGL_p4AaABAg,@wiryaadi-e3c,Salah satu paradok Indonesia itu adalah orang yang dahulu dituduh penculikan aktifis dan  melanggar ham  bisa dipilih menjadi presiden. Bahkan kemenangannya karena berpasangan dengan produk haram konstitusi. INILAH PARADOK INDONESIA,-1,Negatif
2026-01-26 07:00:00,Ugwpa_61fwZPfi7FxOl4AaABAg,@samudraaryawan3255,Tempo antek asing!!!!! hidup Jokowiiiiiiiiiiii,-2,Negatif
2026-01-26 07:00:00,UgyqlluvJP_D8hP5Ecd4AaABAg,@nasehudin2554,salfok sama buku yang di belakang bang husen gambar nya kek ga asing😅,-1,Negatif
2026-01-26 07:00:00,Ugy9eeLaflwGQ96Qaad4AaABAg,@gerhanahikmat8931,Antek asing tuh ya oligarki jahat...mrk orang2 china yg memanfaatkan pejabat korup,-5,Negatif
2026-01-26 07:00:00,Ugz08HrQYBgkXumHWAp4AaABAg,@True66-07,"Gimana kalau pemerintah/pejabat sendiri yang memberikan misinformasi ke rakyat nya? Misal: listrik didaerah bencana semua sudah pulih kembali, padahal belum. Ini juga harus di proses sesuai hukum propaganda asing dan mis-informasi",-3,Negatif
2026-01-26 07:00:00,UgxWoD7vVBpGWvWGG7h4AaABAg,@sumargochiken7902,"Si omon omon  .,..sdh gk di percaya rakyat ...biar  si wowo sm asam sulfat di culik rakyat ikhlas ..",-2,Negatif
2026-01-26 07:00:00,Ugz9kofF__pbH4gXmSl4AaABAg,@waifu_laifu-i8c,"Inilah Ajaran Kasih Otentarianisme yang digemborkan di indonesia, untuk minoritas, kalu mayoritas nanti bakal ada ICE versi kearifan lokal oten",1,Positif
2026-01-26 07:00:00,UgzsoSfOtNnFCNd6T6d4AaABAg,@supribargowo6653,"Kiranya NKRI perlu mengkaji dan mendalami ttg undang"" disinformasi, propaganda asing krn di NKRI sdh banyak info"" yg tdk jelas dan diduga cenderung mendiskreditkan, menyudutkan dll terhadap negara......",0,Netral
2026-01-26 07:00:00,UgygzVJdpe7j9JaMFMF4AaABAg,@liaafrianaa,"prabowo tu emang ga jelas dari dulu, dari dia dilepas jabatan kopasus karena menyalahartikan perintah atasan, sekarang bikin narasi antek antek asing sendiri, curiga di skizo",-2,Negatif
2026-01-26 07:00:00,UgyiDIvC3uOPnzwnEI54AaABAg,@supribargowo6653,"Rasanya NKRI perlu mengkaji dan mendalami ttg undang"" disinformasi, propaganda asing krn di NKRI sdh banyak info"" yg tdk jelas dan diduga cenderung mendiskreditkan, menyudutkan dll terhadap negara......",0,Netral
2026-01-26 07:00:00,Ugw2yWBu3Mr8BM30BR14AaABAg,@supribargowo6653,"NKRI perlu mengkaji dan mendalami ttg undang"" disinformasi, propaganda asing krn di NKRI sdh banyak info"" yg tdk jelas dan diduga cenderung mendiskreditkan, menyudutkan dll terhadap negara......",0,Netral
2026-01-26 07:00:00,Ugz1nC01Ay1nGO9QomJ4AaABAg,@ekoeko4035,PRESIDEN GAGAL  MENCARI SIMPATI RAKYAT DGN CARA NGASIH MAKAN GRATIS...PEMERINTAHAN YG TERLALU BANYAK OMON OMON...,-2,Negatif
2026-01-26 07:00:00,Ugww_1v-4lZoYWLJKIR4AaABAg,@syufrialhasnan3069,Dia akan meninggalkan nama sebagai pemimpin anti kritik.,-2,Negatif
2026-01-26 07:00:00,Ugy3sqxS4YE858O4L394AaABAg,@GinaKarsana,"Benar, sebenarnya lebih baik BISU ….JANGAN banyak bicara",0,Netral
2026-01-26 07:00:00,UgxDPTetbsKET5CIPrR4AaABAg,@orkes_om,Antek asing teriak antek asing 👽😂😂😂,-5,Negatif
2026-01-26 07:00:00,UgysPHitiZqQwKe7f1x4AaABAg,@wkardita,Konten tempo sekarang triggering semua,0,Netral
2026-01-26 07:00:00,UgwbsKWP9Mdvh8x92V14AaABAg,@bravovespa3736,"Kalau penonton Bocor Alus di survey,rasanya tingkat kepuasan thd Prabowo tdk sampe 10%.Tp kl survey Nasional,angka itu bisa 70% lebih.Pertanyaan nya,siapa ya respondent survey tsb.",-1,Negatif
2026-01-26 07:00:00,UgwupyTMoJsJnHrpEN94AaABAg,@AriefPribowo,"preett lah boro2 sama antek asing, sama antek lokal aja dah jiper duluan....omon omon",-4,Negatif
2026-01-26 07:00:00,Ugz4BJl0XSiNH09Qioh4AaABAg,@KEMBARACHANNEL,"terima kasih Wanda Hamidah, terbukti semua ucapannya sekarang, kita kembali ke zaman orba dengan segala sikap represifnya",1,Positif
2026-01-26 07:00:00,UgxVuDhNSVv5OdajYtV4AaABAg,@iniciativemind2934,"padahal wowok sendiri yang antek asing, maling teriak maling lu wok!",-5,Negatif
2026-01-26 07:00:00,Ugy3mOGHfd798vaisIB4AaABAg,@alyadede1596,"Menurut pendapat saya kalau nga mau tidak ada antek asing,,beri kesejahteraan buat rakyat dan perbaiki kinerja aparatur pemerintah.",-1,Negatif
2026-01-26 07:00:00,Ugw5ElilYeemm8au9pp4AaABAg,@tiekerlove,Antek Amerika ya,-2,Negatif
2026-01-26 07:00:00,UgxMPp687dT4wapQIzJ4AaABAg,@asrodzi,Jadi kenapa Prabowo bisa ngomong berbeda di dalam dan luar negeri karena sebenarnya Prabowo ada dua orang,0,Netral
2026-01-26 07:00:00,UgxLgaaMMYNGyB0ujGZ4AaABAg,@jagadhariseno,Bakal muncul Departemen Penerangan yg jadi tukang sensor di jaman orde baru.,-1,Negatif
2026-01-26 07:00:00,Ugxbc0toluc6wUCq4md4AaABAg,@ayamkalkun2460,lawak 2026 KONOHA...ngutang makin byk ke asing  tembus 10KT + makin lucu ngasih upeti 17T pulak ke asing,-2,Negatif
2026-01-26 07:00:00,UgwJmF5YHnAACPQvy3d4AaABAg,@dotar-sojat,"Saking gaktau lagi mau jawab apa ketika di kritik, sampai itu terus yg dibilang ""ANTEK ASING"" wkwk sedewasa ini tapi kok makin lucu liat pejabat gue",-3,Negatif
2026-01-26 07:00:00,Ugxt9ZKU3v_XDfh4whB4AaABAg,@sumiati-qt9fq,Kalau mau satu periode  aja.  Prabowo....,0,Netral
2026-01-26 07:00:00,Ugz3EWcCg_y1lSkDnB54AaABAg,@napoleonbazar1567,Kalau Prabowo kan memang hobinya nuduh asang asing asing asing dari zaman dulu kalau ada kelemahan bilang ada antek asing itu untuk pembenaran penggunaan kekuatan militer di kalangan sipil,-5,Negatif
2026-01-26 07:00:00,UgxJ9usY9jFaIEIe4kF4AaABAg,@napoleonbazar1567,Opo wani sama Donald Trump nanti Donald Trump tersinggung antek asing antek asing,-8,Negatif
2026-01-26 07:00:00,UgzeV-gbBemmoMG9iGR4AaABAg,@nusa3118,Praboewo niru kamenei😅😅😅,0,Netral
2026-01-26 07:00:00,Ugwu48sgTTNskQOYYi94AaABAg,@Laewoo17,Yg hancurkan indonesia itu prabowo sendiri.. Dia selalu bilang antek asing.. Tp dia sendiri yg nempel2 sama asing.. Bukan jd negara non blok tp jd negara go block.. Ke kanan ngekor ke kiri ngekor.. Bisa2 indonesia ga ada harga dirinya dimata asing woi,-4,Negatif
2026-01-26 07:00:00,Ugz3eF_NKGt-hqwxqyV4AaABAg,@adiadipar,"Kurasa dia punya syndrome military lovers, semuanya dianggap bau militer 😂😂",0,Netral
2026-01-26 07:00:00,UgyGiqUL5UFnm2owFsx4AaABAg,@murnijulinar7580,Ada export gelap biji nikel jutaan ribu ton yang dilakukan mantu jokowi dan Airlangga itu dilakukan antek asing. udah terang tuh orangnya kenapa prabowo gak to the point aja dia?,-2,Negatif
2026-01-26 07:00:00,UgyZqz7li6qH1NaYuqh4AaABAg,@jchen5638,"wah ini studionya baru, dibiayai asing ya ini",-1,Negatif
2026-01-26 07:00:00,UgxQJm5cP3bPaOOO4Qt4AaABAg,@adinugrohos.2914,tempo jago buat propaganda wkwk,-1,Negatif
2026-01-26 07:00:00,UgwFB_WEjjGYKhTalR54AaABAg,@jakasembung7595,Presiden omon omon dipercaya...,-2,Negatif
2026-01-26 07:00:00,UgyF0dUeVdGkN2pEcQV4AaABAg,@nodamekira8580,"Menciptakan ""musuh"" bersama supaya rakyat bersama pemerintah dan bersimpati dengan pemimpin negeri. Jadi inget novel 1984, rakyat semiskin apapun tetap cinta dengan Bung Besar dan mengelu-elukannya 😶",-1,Negatif
2026-01-26 07:00:00,UgyhHXWTzarJDeu4inh4AaABAg,@murnijulinar7580,"inget ya teman, 2029 jangan pilih lagi prabowo jika masih mencalonkan. salam waras.",-1,Negatif
2026-01-26 07:00:00,UgyZT9P0NsqPDxTQrWl4AaABAg,@dimasseto7248,"orang indo emang cepet lupa alias pikun2
tempo kan dulu salah satu buzzer media pinokio, dan pdip partai utamanya
kenapa tiba2 mereka jadi pembela rakyat ?",-3,Negatif
2026-01-26 07:00:00,UgzDerzgl7oltvZ6TxF4AaABAg,@tidarsakti_2006,HATI2 DNG ANTEK2 ASING.. MEREKA  DI BAYAR UNT MENGGAGALKAN PROGRAM2  PRO RAKYAT !& MENGADU DOMBA DNG PEMERINTAH,-1,Negatif
2026-01-26 07:00:00,UgyjURhvR8VE2zoyeDJ4AaABAg,@rizkysoemanagara2494,slalu trsedia kambing hitam utk tutupin payahnya kinerja,0,Netral
2026-01-26 07:00:00,UgwtMGlTdJlLBuaNgid4AaABAg,@tidarsakti_2006,"HATI HATI DNG MEDIA2 BAYARAN . MEREKA DI BAYAR UNT MENGADU DOMBA RAKYAT DNG PEMERINTAH... 
MEREKA  DIBAYAR OLEH ANTEK2 ASING & MAFIA2 MIGAS YG ADA DI SINGAPURA... 
MEREKA  INGIN MENJADIKAN RAKYAT GADUH TERUS, SHG MEREKA LELUASA MALING SUMBER DAYA ALAM KITA",-1,Negatif
2026-01-31 05:00:00,UgwtMGlTdJlLBuaNgid4AaABAg.ASOQYf57-14ASc9O6vbhXz,@palmtree_,Dan anda fitnah negara tetangga.,0,Netral
2026-01-26 07:00:00,UgywjsWh0unPheJuGfR4AaABAg,@jwf1654,"Selalu menyalahkan ""antek asing"" dsb. 
Jangan seorang penguasa pake cara2 spt ini. Kalau memang ada, tangkap saja spy clear, jangan asbun yg membingungkan rakyat yg mendengarnya. Rakyat sekrg sudah banyak yg lebih pintar, mana yg benar mana yg cuma ilusi seorang penguasa  utk membelokkan pemikiran rakyatnya.",-4,Negatif
2026-01-26 07:00:00,UgybxFAeZLTOy9smzHh4AaABAg,@kurniasihqya8283,Efek 3 kali kalah pemilu sampe sebegininya,0,Netral
2026-01-26 07:00:00,Ugw6xOVW94rlDFwGXQR4AaABAg,@setiadiwahono3284,"Sepertinya kata antek asing itu sebuah jualan yg sengaja dihembuskan agar menimbulkan sebuah ketakutan dimasyarakat.
Jika sudah terpapar keresahan di masyarakat maka pemerintah langsung buat UU yg isinya membungkam sebuah demokrasi.",-2,Negatif
2026-01-26 07:00:00,Ugwnn-d1usKgj9dxG0t4AaABAg,@cepat-b9j,"Sekarang Prabowo sudah jadi Presiden kan menjadi penguasa, kok masih gembar gembor antek asing, bila gak sanggup jadi Presiden yang mensejahterakan dan melindingi rakyat, ya sudah sekalian mudahan diculik AS seperti presiden  Venezuela, biar sekalian kalau berubah perekonomian berikut kesejahteraan rakyat atau sekalian hancur, jadi presiden kok omon omon",-5,Negatif
2026-01-26 07:00:00,UgyeX6pcFVjIJhgffut4AaABAg,@adhisanjaya235,BUZZER PRA PRO PUJA PUJI ADALAH NEO RADIKALISME,-1,Negatif
2026-01-26 07:00:00,UgwWBdhyPgIJ2IhA36d4AaABAg,@haruntolabatua6840,Mulai Panik Antek2 Asing😅😅😅,-2,Negatif
2026-01-26 07:00:00,UgyOLg_X4L0ksVZZzQd4AaABAg,@blessingmoms1888,Mbk chika makin cantik,0,Netral
2026-01-26 07:00:00,UgzIWBeLwDfIwtRM9iV4AaABAg,@rollybental4880,"Rezim Prabowo akan menjadi Otoritarian, Psl 28 UUD 1945 tentang jaminan kebebasan berpendapat akan di amandemen kah. ?",1,Positif
2026-01-26 07:00:00,UgztYx6vilmbKxhBTgd4AaABAg,@winarnips3042,"SELALU BILANG MUSUHNYA ANTEK ASING terlalu JAUH PADAHAL Yang MENGGEROTI adlah  KONCO, BOLO dan  LINGKARANNYA sendiri 🤣🤣🤣",-2,Negatif
2026-01-26 07:00:00,UgzJIKIFNeQTczVhE-Z4AaABAg,@denikurniawan9642,"Negara mau stabil mah gampang, kasih jabatan sesuai keahlian bidangnya.",1,Positif
2026-01-26 07:00:00,UgxW4il1oDpZgzEEnLx4AaABAg,@fastiakbar9701,neo orba,-1,Negatif
2026-01-26 07:00:00,Ugz6uOb11YYx-GKjsWN4AaABAg,@dennirudiyana9770,Knp di negara ini sibuk urusan dlm negri yg ga selesai2 sementara negara lain sudah memikirkan jauh kedepan. Sebaiknya skrg fokus pikirkan pemberantasan korupsi dan keadilan sosial serta kemakmuran rakyat setelah itu baru yg lain.,-1,Negatif
2026-01-26 07:00:00,UgwgHkhRAn-ggn7WZdd4AaABAg,@XaneraAguilera-e6i,Ngutang ke antwek asing dan ah seng ...kocak ah !,-1,Negatif
2026-01-26 07:00:00,UgzUbiJPW20WRfTn-qR4AaABAg,@msvmedina75,Sa aeh dah pak pres 😂,0,Netral
2026-01-26 07:00:00,UgwRGPp3Ay3gB4MYU5Z4AaABAg,@fahrizalharisajinugroho2316,"Lama2 kyk cina sih.. semua dikendalikan.. tpi ya masih mending cina walopun full dikendalikan, tpi pemimpinnya bisa menjamin jadi lebih maju, tpi klo yg ini????  INDONESIA BUBAR",-2,Negatif
2026-01-26 07:00:00,UgyaG1r0X_3gRpJQdVt4AaABAg,@davidahmad157,Saya lebih suka view latar belakang studio yg sebelum2nya 😢,1,Positif
2026-01-26 07:00:00,UgxFVyolj9mi3l8jpFp4AaABAg,@mumumuuu.u,"saya gak masalah dengan 1 id dan 1 akun karna saya pendukung asli pak prabowo.
tidak ada didunia ini dalam sejarah ada presiden yang siap mati demi rakyat dan tidak ada presiden yang selalu bertanya ke ajudannya apakah rakyat hari ini sudah makan?,apakah rakyat sudah bahagia?,apakah rakyat cinta sama presidennnya ? baru kalau dijawab ajudan dengan iya rakyat kenyang,bahagia dan rakyat siap dipimpin bapak untuk seumur hidup disaat itu pak presiden bisa menjalani hari dengan tenang.
presiden mana yang secinta ini sama rakyat",0,Netral
2026-01-26 07:00:00,UgxcXjDYqZnRDEVvPlB4AaABAg,@SatriaNugraha-g7s,"Selamatkan generasi muda , sepertinya yang tua sudah hak paten sulit berubah , kita rawat yang muda muda , masih bisa tuh di didik yang baik di beri masukan yang baik , yang tua"" sepertinya udah stagnan , umur tua harusnya tau kompas bathin bukan hanya keinginan"" sementara lebih ke arah nya di bawa kemana 😢😢😢",2,Positif
2026-01-26 07:00:00,Ugz7RujiSjngdFLLCkl4AaABAg,@mukhlisina8,Jendral yg kabur itu adalah pecundang kwwkwkwk,-1,Negatif
2026-01-26 07:00:00,UgyEUKdoCehRj5FlKZl4AaABAg,@yudionoyudiono1769,Jelaskan antek asing siapa? Padahal 10 tahun jokowi dan gengnya yg terindikasi antek asing di kubu anda pak!,-4,Negatif
2026-01-26 07:00:00,Ugwvw916Ru__wtbQzYZ4AaABAg,@ahmadbaihaqi2802,"Bnyk penghianat bangsa ,orang ngaku pinter ,pendidikan tinggi ,tapi antek"" asing ,alesan kebebasan berpendapat ,pret ,alibinya sprti itu , Buzer yg dibayar antek"" asing",-3,Negatif
2026-01-26 07:00:00,UgyQwdmO4_lJX8or-2N4AaABAg,@MrAgri20,"aku ga support pemerintahan korup dan sdm rendah tapi, akui dulu kalau tempo juga agen asing",-2,Negatif
2026-01-26 07:00:00,UgwkPUegtfFjXUfsd8l4AaABAg,@pep1972,"Bosan gk sih...!? Jualannya Narasi antek Asing, padahal doi kerjasama dg yg doi sebutkan",-2,Negatif
2026-01-26 07:00:00,UgxjSrqHpGTv_3_ox554AaABAg,@zekarou7831,"Antek asing itu ada di mana-mana. Wajar dan lumrah. Jangankan asing, kita juga punya kok di negara lain - ""antek-antek"" yang bekerja utk kepentingan Indonesia. Yang nggak wajar itu kalau sampai itu dijadikan alasan dibuatkan UU untuk menindas kebebasan warga sendiri.",-3,Negatif
2026-01-26 07:00:00,UgzqJB_L_XzzmTHCxrN4AaABAg,@AkunCoC666-f4t,"Untungnya gw pintar, gak mudah dipengaruhi, 😎
Lo mau ngomong antek asing kék, telék ayam kék, bodo amat.",-2,Negatif
2026-01-26 07:00:00,UgwkVNhEKBhepgGcKsx4AaABAg,@bruhans03,Tempo ketar ketir kah?😂,0,Netral
2026-01-26 07:00:00,UgyKvdjFgm7obeyv_WJ4AaABAg,@jblgratia8864,Sudah nda laku Propaganda Bohong itu. Rakyat Sudah mulai mengerti siapa Antek Asing sebenarnya,-3,Negatif
2026-01-26 07:00:00,Ugw0lE688dxN8A_n4HZ4AaABAg,@budionosantoso1697,".ya nih banyak yang menyebutkan tempo itu media antek asing,  tapi aku tidak pernah tinggal kan berita di tempo, apa belakang aku bisa dianggap antek asing, wah ngeri ya...",-4,Negatif
2026-01-26 07:00:00,UgwbzM-tmMe2ATEbKYt4AaABAg,@rasputin.666-l2o,"Scene di sebuah ormas baru bentukan DT. 
DT sambil menepuk pundak P.,
DT : Apakah aku orang asing mas P
P : iya mas DT, (dengan melanjutkan ttd untuk bergabung ormas)
DT : Jadi antum sekarang siapa? 
P : Antek Aseeng mas",-1,Negatif
2026-01-26 07:00:00,UgwnaNiNRtbxTysv9494AaABAg,@JDensuDM,"Ada yg ngerasa jadi antek asing gak?
Kalau ga ada santai aja ga perlu ditangapi berlebihan, agar tak bikin resah dan gaduh. Belum semua rakyat Indonesia cerdas menanggapi sebuah ulasan, apalagi jika ulasan itu sifatnya tendensius.",-3,Negatif
2026-01-26 07:00:00,Ugzt9NLgr-QfxLYAUMB4AaABAg,@D2Chan,Kok jadi makin ngeri gini ya...,0,Netral
2026-01-26 07:00:00,UgzFzqd3AqMd4DjDYl14AaABAg,@azurabites5120,"Membungkam oposisi di pemerintah ✅️
Membungkam oposisi di sipil (on going)",-2,Negatif
2026-01-26 07:00:00,UgyugbQdz5tkJs_ZeZR4AaABAg,@bukansiapasiapa7170,Saya bisa disebut antek asing karena saya kritik pemerintah dan pernah ke luar negeri. 😢,-3,Negatif
2026-01-26 07:00:00,UgydKrfgu6dm1H4w6T14AaABAg,@cakyonmardiono614,Sebenarnya kekhawatiran yang berlebihan.....saya kawatir semua ini untuk melanggengkan kekuasaan saja.😮,0,Netral
2026-01-26 07:00:00,UgwX071YDsuR8N44FG54AaABAg,@lavender9974,orang indo ngga suka amerika tapi semua meniru amerika,-2,Negatif
2026-01-26 07:00:00,UgxFbhS6OPcvRCullU54AaABAg,@heyosii440,"Mungkin pendapat beliau soal banyak asing yang gak mau Indonesia maju itu benar adanya. 
Karena beliau pasti nonton berita waktu beliau kabur ke Yordania.",-1,Negatif
2026-01-26 07:00:00,Ugzw9_hDtFXLKIJV4-J4AaABAg,@autumnrain779,"Antek asing, propaganda asing hanya berlaku pada rakyatnya sendiri. 😉",-4,Negatif
2026-01-26 07:00:00,UgzUscu4BziBR6FsBa94AaABAg,@AugustWithWifi,Tragedi 98 karena antek asing,-2,Negatif
2026-01-26 07:00:00,UgzqV83tSD7MpAfzjAx4AaABAg,@qbothalfara7489,🙏🏼,0,Netral
2026-01-26 07:00:00,Ugx14S5yM0fPHqDlHp94AaABAg,@araara4231,Tetap independen tempo ❤️❤️,0,Netral
2026-01-26 07:00:00,UgzifQONUe0kJtsGfXh4AaABAg,@ahmadalipi7722,Prabowo presiden paling top,0,Netral
2026-01-26 07:00:00,UgxG4KUYAcZPgmfes8J4AaABAg,@AwalLudin-u5n,ZONK BENER. DIMINTAI PENDAPAT SEDIKIT AJA GAK PAHAM,1,Positif
2026-01-26 07:00:00,UgwcmeBYkjZOL2zsRqB4AaABAg,@Di-c5e,antek asing tuh siapa wo? sebut namanya? sebut negara nya?,-2,Negatif
2026-01-26 07:00:00,UgwYRNFXTOUF19We5IJ4AaABAg,@kulakan6672,"Tarulah ada 300jt rakyat indonesia
Dan 98% asli rakyat biasa 
2% kepala negara dan bawahannya
Pastinya yang jadi antek asing ya yang 2%
Karena mereka yang punya akses dan punya agenda",-2,Negatif
2026-01-26 07:00:00,UgzGb8Yk8feMv8QUUfd4AaABAg,@perbanasjaya,mulyono + ternak2nya + luhut..jelas,-1,Negatif
2026-01-26 07:00:00,Ugy2me6g7wVrdNkvcIF4AaABAg,@yulikwartolo8344,"Yg lari ke LN ribuan trilyun, lahhhh yg diembat pejabat dan kroninya mungkin jauh lbh besarrr😂😂",0,Netral
2026-01-26 07:00:00,UgyPNjLaSRaQL61vrAR4AaABAg,@nurfitriana262,😂😂😂 kmrn yg dekat2 dengan trump siapa ya😅,-1,Negatif
2026-01-26 07:00:00,UgwMo-wiun4asTC5WK94AaABAg,@muchlisfirdaus5416,Lah kan bowo sndri yg kerja sama dg antek aseng,-1,Negatif
2026-01-26 07:00:00,Ugwc3l4743cRlsTGqAR4AaABAg,@wilsonwetski2805,"tambang-tambang digadai ke asing, utang gak ngotak bayar bunga ke asing, sawit gak bayar pajak bayar pajaknya ke asing juga, judol markas di asing juga. Memang ke asing semua, tapi pelaku utamanya manusia korup di indo. Memang tiap generesi ada tapi di periode jokorup membludak, yang sekarang seluruh pejabatnya masih sama cuma prabowo doang yang ganti.",-6,Negatif
2026-01-26 07:00:00,Ugzi84iDXlEQtehL2W54AaABAg,@dodyr.u.5925,SUBVERSIF ALA ALA,0,Netral
2026-01-26 07:00:00,UgySrcRgVMyJItOlNqt4AaABAg,@dsampurasun473,Hey antek² Jkw,-1,Negatif
2026-01-26 07:00:00,UgycJrzWNwChFLtJfOx4AaABAg,@goldenmomentsport,"Emang negara jujur,negara ga korupsi  ga ada obat nya ..
Hidup jokowi, hidup antex antex asing ..😮😮
dia aja menang pilpres.dari bantuan antex antex asing hehehehahah ..
Yg satu omon omon dan yg satu nya lagi planga plongo ..😊😊😊
menuju negara emas😮😮",-5,Negatif
